"scenario_name","scenario_profile","region","eres_case","tech_scenario","carbon_case","solver","solver_options_string","crossover"
"Scen_IN_Low_M_HighRGES_005","IN_HR_M","IN","HR","M","CE005","gurobi","Method=2 TimeLimit=60000 NumericFocus=3 Crossover=0 BarHomogeneous=1 BarConvTol=1e-6 OptimalityTol=1e-4 FeasibilityTol=1e-5 OutputFlag=0","0"
"Scen_IN_Low_M_HighRGES_006","IN_HR_M","IN","HR","M","CE006","gurobi","Method=2 TimeLimit=60000 NumericFocus=3 Crossover=0 BarHomogeneous=1 BarConvTol=1e-6 OptimalityTol=1e-4 FeasibilityTol=1e-5 OutputFlag=0","0"
"Scen_IN_Low_M_HighRGES_007","IN_HR_M","IN","HR","M","CE007","gurobi","Method=2 TimeLimit=60000 NumericFocus=3 Crossover=0 BarHomogeneous=1 BarConvTol=1e-6 OptimalityTol=1e-4 FeasibilityTol=1e-5 OutputFlag=0","0"
"Scen_IN_Low_M_HighRGES_008","IN_HR_M","IN","HR","M","CE008","gurobi","Method=2 TimeLimit=60000 NumericFocus=3 Crossover=0 BarHomogeneous=1 BarConvTol=1e-6 OptimalityTol=1e-4 FeasibilityTol=1e-5 OutputFlag=0","0"
"Scen_IN_Low_M_HighRGES_009","IN_HR_M","IN","HR","M","CE009","gurobi","Method=2 TimeLimit=60000 NumericFocus=3 Crossover=0 BarHomogeneous=1 BarConvTol=1e-6 OptimalityTol=1e-4 FeasibilityTol=1e-5 OutputFlag=0","0"
"Scen_IN_Low_M_HighRGES_010","IN_HR_M","IN","HR","M","CE010","gurobi","Method=2 TimeLimit=60000 NumericFocus=3 Crossover=0 BarHomogeneous=1 BarConvTol=1e-6 OptimalityTol=1e-4 FeasibilityTol=1e-5 OutputFlag=0","0"
"Scen_IN_Low_M_HighRGES_011","IN_HR_M","IN","HR","M","CE011","gurobi","Method=2 TimeLimit=60000 NumericFocus=3 Crossover=0 BarHomogeneous=1 BarConvTol=1e-6 OptimalityTol=1e-4 FeasibilityTol=1e-5 OutputFlag=0","0"
"Scen_IN_Low_M_HighRGES_012","IN_HR_M","IN","HR","M","CE012","gurobi","Method=2 TimeLimit=60000 NumericFocus=3 Crossover=0 BarHomogeneous=1 BarConvTol=1e-6 OptimalityTol=1e-4 FeasibilityTol=1e-5 OutputFlag=0","0"
"Scen_IN_Low_M_HighRGES_013","IN_HR_M","IN","HR","M","CE013","gurobi","Method=2 TimeLimit=60000 NumericFocus=3 Crossover=0 BarHomogeneous=1 BarConvTol=1e-6 OptimalityTol=1e-4 FeasibilityTol=1e-5 OutputFlag=0","0"
"Scen_IN_Low_M_HighRGES_014","IN_HR_M","IN","HR","M","CE014","gurobi","Method=2 TimeLimit=60000 NumericFocus=3 Crossover=0 BarHomogeneous=1 BarConvTol=1e-6 OptimalityTol=1e-4 FeasibilityTol=1e-5 OutputFlag=0","0"
"Scen_IN_Low_M_HighRGES_015","IN_HR_M","IN","HR","M","CE015","gurobi","Method=2 TimeLimit=60000 NumericFocus=3 Crossover=0 BarHomogeneous=1 BarConvTol=1e-6 OptimalityTol=1e-4 FeasibilityTol=1e-5 OutputFlag=0","0"
"Scen_IN_Low_A_BaseRGES_105","IN_BR_A","IN","BR","A","CE105","gurobi","Method=2 TimeLimit=60000 NumericFocus=3 Crossover=0 BarHomogeneous=1 BarConvTol=1e-6 OptimalityTol=1e-4 FeasibilityTol=1e-5 OutputFlag=0","0"
"Scen_IN_Low_A_HighRGES_105","IN_HR_A","IN","HR","A","CE105","gurobi","Method=2 TimeLimit=60000 NumericFocus=3 Crossover=0 BarHomogeneous=1 BarConvTol=1e-6 OptimalityTol=1e-4 FeasibilityTol=1e-5 OutputFlag=0","0"
"Scen_IN_Low_C_BaseRGES_105","IN_BR_C","IN","BR","C","CE105","gurobi","Method=2 TimeLimit=60000 NumericFocus=3 Crossover=0 BarHomogeneous=1 BarConvTol=1e-6 OptimalityTol=1e-4 FeasibilityTol=1e-5 OutputFlag=0","0"
"Scen_IN_Low_C_HighRGES_105","IN_HR_C","IN","HR","C","CE105","gurobi","Method=2 TimeLimit=60000 NumericFocus=3 Crossover=1 BarHomogeneous=1 BarConvTol=1e-6 OptimalityTol=1e-4 FeasibilityTol=1e-5 OutputFlag=0","1"
"Scen_IN_Low_M_BaseRGES_105","IN_BR_M","IN","BR","M","CE105","gurobi","Method=2 TimeLimit=60000 NumericFocus=3 Crossover=0 BarHomogeneous=1 BarConvTol=1e-6 OptimalityTol=1e-4 FeasibilityTol=1e-5 OutputFlag=0","0"
"Scen_IN_Low_M_HighRGES_105","IN_HR_M","IN","HR","M","CE105","gurobi","Method=2 TimeLimit=60000 NumericFocus=3 Crossover=0 BarHomogeneous=1 BarConvTol=1e-6 OptimalityTol=1e-4 FeasibilityTol=1e-5 OutputFlag=0","0"
